,ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Clusters
816,826,64538,0,1,1,1,4
817,827,3832,0,1,1,1,4
818,828,3268,0,4,1,1,4
819,829,36790,0,1,1,1,4
820,830,363165,2565,1,1,1,0
821,831,179382,0,1,1,1,0
822,832,218207,0,1,1,1,0
823,833,765738,0,5,1,1,1
824,834,54265,0,1,1,1,4
825,835,69959,0,3,1,1,4
826,836,86380,2643,1,1,1,4
827,837,48321,0,1,1,1,4
828,838,78130,0,4,1,1,4
829,839,25333,0,3,1,1,4
830,840,54522,0,3,1,1,4
831,841,75413,0,4,1,1,4
832,842,292533,0,5,1,1,0
833,843,114932,8559,1,1,1,4
834,844,18932,0,3,1,1,4
835,845,35997,0,5,1,1,4
836,846,136664,0,4,1,1,4
837,847,173191,0,4,1,1,0
838,848,16528,0,1,1,1,4
839,850,119932,0,3,1,1,4
840,851,144171,0,4,1,1,4
841,852,77109,0,5,1,1,4
842,853,144973,0,3,1,1,4
843,854,75027,0,1,1,1,4
844,855,96387,0,4,1,1,4
845,856,34854,0,1,1,1,4
846,857,44307,0,2,1,1,4
847,858,73836,0,5,1,1,4
848,859,20126,0,1,1,1,4
849,860,56268,0,4,1,1,4
850,861,25629,0,4,1,5,4
851,862,70774,0,3,1,1,4
852,863,6371,0,1,1,1,4
853,864,95595,0,3,1,1,4
854,865,51843,0,4,1,1,4
855,866,84868,0,4,1,1,4
856,867,79629,0,1,1,1,4
857,868,58620,0,1,1,1,4
858,869,70380,0,5,1,1,4
859,870,93473,0,3,1,1,4
860,871,131621,0,2,1,1,4
861,872,195563,0,3,1,1,0
862,873,21138,0,1,1,1,4
863,874,93319,0,1,1,1,4
864,875,56606,3818,4,1,1,4
865,876,38763,0,4,1,1,4
866,877,16430,0,2,1,1,4
867,878,61440,0,2,1,1,4
868,879,206648,0,1,1,1,0
869,880,323273,0,1,1,1,0
870,881,76702,0,3,1,1,4
871,882,19348,0,3,1,1,4
872,883,31669,0,2,1,1,4
873,884,40902,0,1,1,1,4
874,885,16906,0,1,1,1,4
875,886,65508,0,1,1,1,4
876,887,10152,0,1,1,1,4
877,888,21461,0,3,1,1,4
878,889,28979,0,2,1,1,4
879,890,24711,0,1,1,1,4
880,891,301447,0,5,1,1,0
881,892,234308,0,3,1,1,0
882,893,37832,0,1,1,1,4
883,894,135168,0,4,1,1,4
884,895,134650,0,4,1,1,4
885,896,20665,0,3,1,1,4
886,897,5546,0,1,1,1,4
887,898,91736,0,4,1,1,4
888,899,444159,0,1,1,1,0
889,900,94167,0,1,1,1,4
890,901,132256,0,2,1,1,4
891,902,149959,0,5,1,1,4
892,903,104338,0,1,1,1,4
893,904,38312,0,4,1,1,4
894,905,1860,0,1,1,1,4
895,906,54337,0,1,1,1,4
896,907,218763,8753,1,1,1,0
897,908,26204,967,1,1,1,4
898,909,27876,0,1,1,1,4
899,910,115533,0,2,1,1,4
900,911,129412,0,5,1,1,4
901,912,172110,9325,5,1,1,0
902,913,143378,0,1,1,1,4
903,914,120476,0,2,1,1,4
904,915,15835,0,2,1,5,4
905,916,289351,0,5,1,1,0
906,917,32141,0,1,1,1,4
907,918,967,0,1,1,1,4
908,919,20281,0,1,1,1,4
909,920,111072,0,4,1,1,4
910,921,2111,0,1,1,1,4
911,922,322454,0,4,1,1,0
912,923,4600,0,1,1,1,4
913,924,23390,0,1,1,1,4
914,925,210496,0,1,1,1,0
915,926,40189,0,1,1,1,4
916,927,21747,0,1,1,1,4
917,928,212051,0,5,1,1,0
918,929,266200,0,1,1,1,0
919,930,54148,0,4,1,1,4
920,931,25512,0,1,1,1,4
921,932,28519,0,1,1,1,4
922,933,219387,0,5,1,1,0
923,934,163964,0,3,1,1,0
924,935,49736,0,1,1,1,4
925,936,10084,0,1,1,1,4
926,937,22988,0,2,1,1,4
927,938,17739,0,1,1,1,4
928,939,152426,0,1,1,1,4
929,940,34428,0,1,1,1,4
930,941,124030,0,5,1,1,4
931,942,17336,0,1,1,1,4
932,943,290012,0,5,1,1,0
933,944,29125,0,3,1,1,4
934,945,83848,0,4,1,1,4
935,946,133264,0,5,1,1,4
936,947,124869,0,3,1,1,4
937,948,39233,0,4,1,1,4
938,949,13050,0,3,1,1,4
939,950,90855,0,3,1,1,4
940,951,44824,0,1,3,1,4
941,952,3663,0,1,1,1,4
942,953,44293,0,3,1,1,4
943,954,31319,0,1,1,1,4
944,955,40757,0,3,1,1,4
945,956,130356,0,1,1,1,4
946,957,125077,0,3,1,1,4
947,958,226826,0,5,1,1,0
948,959,38150,0,3,1,1,4
949,960,20342,0,1,1,1,4
950,961,45781,0,2,1,1,4
951,962,144525,0,1,1,1,4
952,963,37571,0,2,1,1,4
953,964,112013,0,3,1,1,4
954,965,30638,0,3,1,1,4
955,966,55997,0,5,1,1,4
956,967,11447,0,1,1,1,4
957,968,17778,0,1,1,1,4
958,969,13375,4301,4,1,1,4
959,970,118572,0,3,1,1,4
960,971,13720,0,1,1,1,4
961,972,11030,0,1,1,1,4
962,973,8651,0,4,1,1,4
963,974,281626,0,5,1,1,0
964,975,26367,0,3,1,1,4
965,976,120945,0,1,1,1,4
966,977,2843,0,4,1,1,4
967,978,11782,0,1,1,1,4
968,979,89480,0,1,1,1,4
969,980,20702,0,4,1,1,4
970,981,15108,0,1,1,1,4
971,982,24917,0,3,1,1,4
972,983,132910,0,5,1,1,4
973,984,61227,0,2,1,1,4
974,985,2117,0,1,1,1,4
975,986,38964,0,3,1,1,4
976,987,20498,0,1,1,1,4
977,988,131554,0,5,1,1,4
978,989,55661,0,3,1,1,4
979,990,84949,0,4,1,1,4
980,991,139897,0,3,1,1,4
981,992,155587,0,1,1,1,4
982,993,24310,0,1,1,1,4
983,994,106115,0,3,1,1,4
984,995,238641,0,5,1,1,0
985,996,70671,0,1,1,1,4
986,997,31593,0,1,1,1,4
987,998,101397,0,3,1,1,4
988,999,133052,0,3,1,1,4
989,1000,37252,0,3,1,1,4
990,1001,15241,0,1,1,1,4
991,1002,21101,0,1,1,1,4
992,1003,80612,0,4,1,1,4
993,1004,45542,0,5,1,1,4
994,1005,5274,0,1,1,1,4
995,1006,101089,0,3,1,1,4
996,1007,7560,0,1,1,1,4
997,1008,255797,0,5,1,1,0
998,1009,192046,0,4,1,1,0
999,1010,370596,0,5,1,1,0
1000,1011,141491,0,5,1,1,4
1001,1012,89527,0,3,1,1,4
1002,1013,330644,0,1,1,1,0
1003,1014,49430,0,4,1,1,4
1004,1015,114070,0,2,1,1,4
1005,1016,124004,0,2,1,1,4
1006,1017,10497,0,1,1,1,4
1007,1018,8327,0,1,1,1,4
1008,1019,25463,0,2,1,1,4
1009,1020,85036,0,4,1,1,4
1010,1021,11449,0,1,1,1,4
1011,1022,54392,0,1,1,1,4
1012,1023,52577,0,1,1,1,4
1013,1024,80174,0,1,1,1,4
1014,1025,96827,1094,1,1,1,4
1015,1026,9489,0,1,1,1,4
1016,1027,57587,0,1,1,1,4
1017,1028,131306,0,3,1,1,4
1018,1029,39985,0,3,1,1,4
1019,1030,71627,0,1,1,1,4
1020,1031,161396,0,3,1,1,4
1021,1032,81300,0,1,1,1,4
1022,1033,66015,0,2,1,1,4
1023,1034,7800,0,1,1,1,4
1024,1035,27348,0,1,1,1,4
1025,1036,153554,0,1,1,1,4
1026,1037,42990,0,1,1,1,4
1027,1038,16664,0,1,1,1,4
1028,1039,37618,0,3,1,1,4
1029,1040,53384,0,3,1,1,4
1030,1041,43326,0,1,1,1,4
1031,1042,113683,0,3,1,1,4
1032,1043,77930,0,4,1,1,4
1033,1044,27625,0,3,1,1,4
1034,1045,33835,0,1,1,1,4
1035,1046,170049,3692,2,1,1,0
1036,1047,154664,0,4,1,3,4
1037,1048,36935,0,4,1,1,4
1038,1049,67904,0,1,1,1,4
1039,1050,57434,0,2,1,1,4
1040,1051,11031,0,1,1,1,4
1041,1052,78268,0,1,1,1,4
1042,1053,98213,0,5,1,1,4
1043,1054,9430,0,3,1,1,4
1044,1055,5195,0,1,1,1,4
1045,1056,9793,0,1,1,1,4
1046,1057,34690,0,3,1,1,4
1047,1058,138368,0,5,1,1,4
1048,1059,63547,0,4,1,1,4
1049,1060,217130,0,4,1,1,0
1050,1061,14106,0,1,1,1,4
1051,1062,44026,0,2,1,1,4
1052,1063,62183,1896,4,1,1,4
1053,1064,165534,0,5,1,1,4
1054,1065,45358,0,3,1,1,4
1055,1066,72325,0,5,1,1,4
1056,1067,190285,0,5,1,1,0
1057,1068,235567,0,3,1,1,0
1058,1069,305519,0,5,1,1,0
1059,1070,161546,0,1,1,1,0
1060,1071,38884,0,1,1,1,4
1061,1072,42040,1000,1,1,1,4
1062,1073,96988,0,2,1,1,4
1063,1074,24394,0,1,1,1,4
1064,1075,354641,0,5,1,1,0
1065,1076,39313,0,3,1,1,4
1066,1077,468,0,1,1,1,4
1067,1078,146014,0,4,1,1,4
1068,1079,42999,0,4,1,1,4
1069,1080,37163,0,3,1,1,4
1070,1081,6158,0,4,1,1,4
1071,1082,108904,0,3,1,1,4
1072,1083,25168,0,1,1,1,4
1073,1084,68454,0,3,1,1,4
1074,1085,70877,0,2,1,1,4
1075,1086,1057,0,1,1,1,4
1076,1087,35342,0,5,1,1,4
1077,1088,16992,0,1,1,1,4
1078,1089,2558,0,1,1,1,4
1079,1090,196093,0,1,1,1,0
1080,1092,269558,0,1,1,1,0
1081,1093,88500,0,1,1,1,4
1082,1094,8719,0,1,1,1,4
1083,1095,36936,0,1,1,1,4
1084,1096,427357,0,2,1,1,0
1085,1097,258422,0,4,1,1,0
1086,1098,75428,0,2,1,1,4
1087,1099,34383,0,3,1,1,4
1088,1100,82120,0,1,1,1,4
1089,1101,34546,0,1,1,1,4
1090,1102,92641,0,1,1,1,4
1091,1103,95100,0,1,1,1,4
1092,1104,19960,0,1,1,1,4
1093,1105,47150,0,4,1,1,4
1094,1106,1650,0,1,1,1,4
1095,1107,100992,0,1,1,1,4
1096,1108,68610,0,2,1,1,4
1097,1109,75684,0,2,1,1,4
1098,1110,42438,0,1,1,1,4
1099,1111,17645,0,4,1,1,4
1100,1112,24545,0,1,1,1,4
1101,1113,84633,0,3,1,1,4
1102,1114,103891,1388,5,1,1,4
1103,1115,39847,0,5,1,1,4
1104,1116,47938,0,3,1,1,4
1105,1117,88929,0,4,1,1,4
1106,1118,129866,0,5,1,1,4
1107,1119,22585,0,1,1,1,4
1108,1120,47394,0,2,1,1,4
1109,1121,73640,0,2,1,1,4
1110,1122,247743,0,4,1,1,0
1111,1123,295008,0,5,1,1,0
1112,1124,117543,4116,4,1,1,4
1113,1125,102803,0,5,1,1,4
1114,1126,89945,0,2,1,1,4
1115,1127,739476,0,1,1,1,1
1116,1128,69337,0,3,1,1,4
1117,1129,140866,0,3,1,1,4
1118,1130,25634,2505,1,1,1,4
1119,1131,82078,0,4,1,1,4
1120,1132,33327,0,1,1,1,4
1121,1133,95783,0,3,1,1,4
1122,1134,27591,0,1,1,1,4
1123,1135,82114,0,5,1,1,4
1124,1136,15917,2586,5,1,1,4
1125,1137,140511,0,4,1,1,4
1126,1138,375927,0,2,1,1,0
1127,1139,28223,0,2,1,1,4
1128,1140,33129,0,3,1,1,4
1129,1141,1625,0,1,1,1,4
1130,1142,52819,0,4,1,1,4
1131,1143,3507,1745,1,1,1,4
1132,1144,14769,0,1,1,1,4
1133,1145,37215,0,2,1,1,4
1134,1146,115655,0,4,1,1,4
1135,1147,179251,0,3,1,1,0
1136,1148,24418,0,2,1,1,4
1137,1149,34562,0,1,1,1,4
1138,1150,144570,0,4,1,1,4
1139,1151,24813,0,1,1,1,4
1140,1152,48803,0,5,1,1,4
1141,1153,22116,0,3,1,1,4
1142,1154,8516,0,1,1,1,4
1143,1155,36079,0,3,1,1,4
1144,1156,16872,0,1,1,1,4
1145,1157,62895,0,1,1,1,4
1146,1158,7383,0,1,1,1,4
1147,1159,2261,0,1,1,1,4
1148,1160,66950,0,1,1,1,4
1149,1161,84856,0,1,2,1,4
1150,1162,71128,2919,1,1,1,4
1151,1163,39654,0,1,1,1,4
1152,1164,25214,0,1,1,1,4
1153,1165,48775,0,3,1,1,4
1154,1166,81952,0,5,1,1,4
1155,1167,46535,0,3,1,1,4
1156,1168,23130,0,1,1,1,4
1157,1169,100443,0,3,1,1,4
1158,1170,139664,0,5,1,1,4
1159,1171,31769,0,1,1,1,4
1160,1172,60170,0,3,1,1,4
1161,1173,33373,0,1,1,1,4
1162,1174,59385,0,3,1,1,4
1163,1175,210040,0,5,1,1,0
1164,1176,23379,0,2,1,1,4
1165,1177,22372,0,3,1,1,4
1166,1178,23120,0,1,1,1,4
1167,1179,46157,0,1,1,1,4
1168,1180,94896,0,4,1,1,4
1169,1181,12091,0,4,1,1,4
1170,1182,56451,0,2,1,1,4
1171,1183,106309,0,3,1,1,4
1172,1184,121853,0,3,1,1,4
1173,1185,4137,0,3,1,1,4
1174,1186,21676,0,3,1,1,4
1175,1187,36644,0,3,1,1,4
1176,1188,77102,0,3,1,1,4
1177,1189,32214,11148,3,1,1,4
1178,1190,42351,0,4,1,1,4
1179,1191,34450,0,1,1,1,4
1180,1192,4151,0,1,1,1,4
1181,1193,60646,888,5,1,1,4
1182,1194,44331,0,1,1,1,4
1183,1195,76742,0,3,1,1,4
1184,1196,27993,0,1,1,1,4
1185,1197,67770,0,3,1,1,4
1186,1198,30554,0,4,1,1,4
1187,1199,123646,0,1,1,1,4
1188,1200,837979,0,1,1,1,3
1189,1201,6584,0,1,1,1,4
1190,1202,17489,0,1,1,1,4
1191,1203,28941,0,1,1,1,4
1192,1204,19085,0,1,1,1,4
1193,1205,56480,0,4,1,1,4
1194,1206,8320,0,1,1,1,4
1195,1207,13640,0,1,1,1,4
1196,1208,14739,0,1,1,1,4
1197,1209,30594,0,1,1,1,4
1198,1210,11162,0,1,1,1,4
1199,1211,15964,0,1,1,1,4
1200,1213,5583,0,1,1,1,4
1201,1214,38822,0,1,1,1,4
1202,1215,2305,0,1,1,1,4
1203,1216,39372,0,1,1,1,4
1204,1217,25125,0,1,1,1,4
1205,1218,10288,0,1,1,1,4
1206,1219,135149,0,1,1,1,4
1207,1220,4916,0,1,1,1,4
1208,1221,163976,0,4,1,1,4
1209,1222,207021,0,1,1,1,0
1210,1223,104442,0,4,1,1,4
1211,1224,131992,0,3,1,1,4
1212,1225,2278,0,1,1,1,4
1213,1226,34086,0,3,1,1,4
1214,1227,8740,0,1,1,1,4
1215,1228,241918,0,4,1,1,0
1216,1229,26748,0,3,1,1,4
1217,1230,65969,0,1,1,1,4
1218,1231,10009,0,1,1,1,4
1219,1232,378759,0,1,1,1,0
1220,1233,40965,10098,1,1,1,4
1221,1234,57509,0,4,1,1,4
1222,1235,71503,0,1,1,1,4
1223,1236,110247,0,3,1,1,4
1224,1237,83572,745,5,1,1,4
1225,1238,106234,5124,2,1,1,4
1226,1239,28205,0,5,1,1,4
1227,1240,7239,0,3,1,1,4
1228,1241,63638,0,1,1,1,4
1229,1242,31967,0,1,1,1,4
1230,1243,97752,0,1,1,1,4
1231,1244,8327,0,1,1,1,4
1232,1245,10179,0,2,1,1,4
1233,1246,23786,0,1,1,1,4
1234,1247,33020,0,1,1,1,4
1235,1248,35316,0,1,1,1,4
1236,1249,146086,0,1,1,1,4
1237,1250,15352,0,1,1,1,4
1238,1251,13522,0,1,1,1,4
1239,1252,13949,0,1,1,1,4
1240,1253,99405,0,1,1,1,4
1241,1254,50016,0,3,1,1,4
1242,1255,23696,0,2,1,1,4
1243,1256,55384,967,1,1,1,4
1244,1257,166465,0,4,1,4,4
1245,1258,95207,0,3,1,1,4
1246,1259,80431,0,1,1,1,4
1247,1260,49288,0,3,1,1,4
1248,1261,81291,0,2,1,1,4
1249,1262,48877,0,2,1,1,4
1250,1263,164884,0,4,1,1,4
1251,1264,29707,0,1,1,1,4
1252,1265,26325,0,2,1,1,4
1253,1266,28553,0,3,1,1,4
1254,1267,152421,0,3,1,1,4
1255,1268,17699,0,1,1,1,4
1256,1269,70565,2408,1,1,1,4
1257,1270,15450,0,1,1,1,4
1258,1271,71736,0,5,1,1,4
1259,1272,37926,0,3,1,1,4
1260,1273,58628,0,3,1,1,4
1261,1274,31007,0,1,1,1,4
1262,1275,11494,0,1,1,1,4
1263,1276,27469,0,1,1,1,4
1264,1277,44760,0,1,1,1,4
1265,1278,7210,0,1,1,1,4
1266,1279,92402,0,4,1,1,4
1267,1280,22831,0,1,1,1,4
1268,1281,59113,0,4,1,1,4
1269,1282,24608,0,5,1,1,4
1270,1283,16103,0,1,3,1,4
1271,1284,51261,0,1,1,1,4
1272,1285,24698,0,1,1,1,4
1273,1286,88177,0,5,1,1,4
1274,1287,74453,0,1,1,1,4
1275,1288,39601,0,1,1,1,4
1276,1289,1227,0,1,1,1,4
1277,1290,138254,0,1,1,1,4
1278,1291,18046,0,1,1,1,4
1279,1292,108395,0,2,1,1,4
1280,1293,21839,0,1,1,1,4
1281,1294,11542,0,4,1,1,4
1282,1295,41648,0,4,1,1,4
1283,1296,39908,0,4,1,1,4
1284,1297,14889,0,1,1,1,4
1285,1298,103796,0,5,1,1,4
1286,1299,69323,0,1,1,1,4
1287,1300,21599,0,2,1,1,4
1288,1301,60936,0,5,1,1,4
1289,1302,148053,0,1,1,1,4
1290,1303,10702,0,1,1,1,4
1291,1304,249,0,1,1,1,4
1292,1305,36290,0,1,1,1,4
1293,1306,157416,0,5,1,1,4
1294,1307,1511,0,1,1,1,4
1295,1308,184701,0,4,1,1,0
1296,1309,139298,0,1,1,1,4
1297,1310,82380,0,1,1,1,4
1298,1311,115591,867,1,1,1,4
1299,1312,107333,0,1,1,1,4
1300,1313,737514,0,3,1,4,1
1301,1314,23023,0,1,1,1,4
1302,1315,43403,1846,1,1,1,4
1303,1316,15719,0,2,1,1,4
1304,1317,128676,0,1,1,1,4
1305,1318,8836,0,1,1,1,4
1306,1319,94875,0,5,1,1,4
1307,1320,27243,0,2,1,1,4
1308,1321,64969,0,1,1,1,4
1309,1322,6112,0,1,1,1,4
1310,1323,71784,0,4,1,1,4
1311,1324,31484,0,1,1,1,4
1312,1325,17995,0,1,1,1,4
1313,1326,40994,0,4,1,1,4
1314,1327,286101,1000,5,1,1,0
1315,1328,205219,0,4,1,1,0
1316,1329,74777,0,2,1,1,4
1317,1330,218191,0,3,1,1,0
1318,1331,22132,0,1,1,1,4
1319,1332,83508,1514,1,1,1,4
1320,1333,88122,0,3,1,1,4
1321,1334,152284,0,5,1,1,4
1322,1335,4146,0,1,1,1,4
1323,1336,25272,0,1,1,1,4
1324,1337,21855,0,1,1,1,4
1325,1338,63454,0,4,1,1,4
1326,1339,24292,0,2,1,1,4
1327,1340,60168,0,4,1,1,4
1328,1341,9554,0,1,1,1,4
1329,1342,30130,0,2,1,1,4
1330,1343,12665,0,1,1,1,4
1331,1344,9860,0,1,1,1,4
1332,1345,10069,0,1,1,1,4
1333,1346,2224,0,1,1,1,4
1334,1347,40576,0,1,1,1,4
1335,1348,5667,0,1,1,1,4
1336,1349,59791,0,1,1,1,4
1337,1350,128664,8019,4,1,1,4
1338,1351,126947,0,1,1,1,4
1339,1352,189235,0,3,1,1,0
1340,1353,38604,0,1,1,1,4
1341,1354,73008,0,3,1,1,4
1342,1355,62942,500,1,1,1,4
1343,1356,33057,763,1,1,1,4
1344,1357,42572,0,3,1,1,4
1345,1358,38671,0,1,1,1,4
1346,1359,5320,0,1,1,1,4
1347,1360,228529,0,2,1,1,0
1348,1361,46272,0,1,1,1,4
1349,1362,113758,0,3,1,1,4
1350,1363,105458,0,1,1,1,4
1351,1364,39946,0,3,1,1,4
1352,1365,92859,0,4,1,1,4
1353,1366,25158,0,5,1,1,4
1354,1367,82270,0,2,1,1,4
1355,1368,97155,0,2,1,1,4
1356,1369,153197,0,2,1,1,4
1357,1370,55864,0,1,1,1,4
1358,1371,23890,0,4,1,1,4
1359,1372,46545,1000,1,1,1,4
1360,1373,7354,0,1,1,1,4
1361,1374,45031,0,1,1,1,4
1362,1375,16125,0,3,1,1,4
1363,1376,200,0,1,1,1,4
1364,1377,195754,0,5,1,1,0
1365,1378,54189,0,2,1,1,4
1366,1379,15439,0,1,1,1,4
1367,1380,56308,0,1,1,1,4
1368,1381,1000,0,1,1,1,4
1369,1382,45412,0,1,1,1,4
1370,1383,21582,0,3,1,1,4
1371,1384,16866,0,1,1,1,4
1372,1385,86011,0,4,1,1,4
1373,1386,31786,0,1,1,1,4
1374,1387,16994,0,1,1,1,4
1375,1388,5824,0,1,1,1,4
1376,1389,17587,0,1,1,1,4
1377,1390,1000,0,1,1,1,4
1378,1392,91670,0,4,1,1,4
1379,1393,92800,0,5,1,1,4
1380,1394,31134,0,3,1,1,4
1381,1395,57002,0,1,1,1,4
1382,1396,66516,0,4,1,1,4
1383,1397,18154,0,1,2,1,4
1384,1398,320997,2556,5,1,1,0
1385,1399,14345,0,4,1,1,4
1386,1400,43603,0,1,1,1,4
1387,1401,1836,0,1,1,1,4
1388,1402,156041,0,2,1,1,4
1389,1403,49145,0,1,2,1,4
1390,1404,11648,0,1,1,1,4
1391,1405,14525,0,1,1,1,4
1392,1406,10689,0,1,1,1,4
1393,1407,37552,0,1,1,1,4
1394,1408,210350,0,5,1,1,0
1395,1409,26156,0,3,1,1,4
1396,1410,32061,0,1,1,1,4
1397,1411,355145,0,5,1,1,0
1398,1412,6000,0,1,1,1,4
1399,1413,30892,0,3,1,1,4
1400,1414,29263,0,3,1,1,4
1401,1415,221432,0,4,1,1,0
1402,1416,43761,0,1,1,1,4
1403,1417,21393,0,1,1,1,4
1404,1418,108950,0,1,1,1,4
1405,1419,25089,0,4,1,1,4
1406,1420,77709,0,4,1,1,4
1407,1421,22533,1000,4,1,1,4
1408,1422,25302,0,3,1,1,4
1409,1423,11908,0,1,1,1,4
1410,1424,176982,0,1,1,1,0
1411,1425,8723,0,5,1,1,4
1412,1426,9071,0,1,1,1,4
1413,1427,144848,0,4,1,1,4
1414,1428,130364,0,5,1,1,4
1415,1429,15592,4924,4,1,1,4
1416,1430,25404,0,1,1,1,4
1417,1431,34584,0,1,1,1,4
1418,1432,32313,0,4,1,1,4
1419,1433,168897,0,4,1,1,4
1420,1434,68891,1697,4,1,1,4
1421,1435,18068,0,1,1,1,4
1422,1436,137134,0,5,1,1,4
1423,1437,26561,0,1,1,1,4
1424,1438,22093,0,3,1,1,4
1425,1439,58538,1739,4,1,1,4
1426,1440,29667,0,1,1,1,4
1427,1441,88093,0,3,1,1,4
1428,1442,472241,500,1,1,1,0
1429,1443,62569,0,4,1,1,4
1430,1444,20982,0,4,1,1,4
1431,1445,44665,0,1,1,1,4
1432,1446,22639,0,1,1,1,4
1433,1447,120152,0,1,1,1,4
1434,1448,51402,0,1,1,1,4
1435,1449,32749,0,1,1,1,4
1436,1450,170309,0,5,1,1,4
1437,1451,18924,0,1,1,1,4
1438,1452,61919,0,4,1,1,4
1439,1453,193547,0,1,1,1,0
1440,1454,57927,0,1,1,1,4
1441,1455,161321,0,5,1,1,4
1442,1456,66936,2370,1,1,1,4
1443,1457,72178,0,1,1,1,4
1444,1458,33964,0,1,1,1,4
1445,1459,94272,0,3,1,1,4
1446,1460,53360,0,1,1,1,4
1447,1461,3578,0,1,1,1,4
1448,1462,29342,0,2,1,1,4
1449,1463,28228,0,3,1,1,4
1450,1464,118601,0,5,1,1,4
1451,1465,24660,0,2,1,1,4
1452,1466,147822,0,4,1,1,4
1453,1467,190208,0,4,1,1,0
1454,1468,2625,0,1,1,1,4
1455,1469,49438,0,4,1,1,4
1456,1470,24930,0,3,1,1,4
1457,1471,89835,0,2,1,1,4
1458,1472,46734,0,2,1,1,4
1459,1473,315273,0,1,1,1,0
1460,1474,50,0,1,1,1,4
1461,1475,97416,0,5,1,1,4
1462,1476,127768,0,5,1,1,4
1463,1477,139882,0,4,1,1,4
1464,1478,10740,0,1,1,1,4
1465,1479,57330,0,1,1,1,4
1466,1480,33560,0,1,1,1,4
1467,1481,53210,0,1,1,1,4
1468,1482,9795,0,1,1,1,4
1469,1483,16984,0,2,1,1,4
1470,1484,46349,0,4,1,1,4
1471,1485,118079,0,4,1,1,4
1472,1486,29632,0,1,1,1,4
1473,1488,164307,0,3,1,1,4
1474,1489,13490,0,1,1,1,4
1475,1490,36296,0,1,1,1,4
1476,1491,190429,6168,1,1,1,0
1477,1492,120447,0,5,1,1,4
1478,1493,35094,0,1,1,1,4
1479,1494,208804,0,5,1,1,0
1480,1495,30662,0,1,1,1,4
1481,1496,157452,0,4,1,1,4
1482,1497,24266,0,1,1,1,4
1483,1498,49991,0,4,1,1,4
1484,1499,42275,925,1,1,1,4
1485,1500,59162,0,1,1,1,4
1486,1501,109625,0,5,1,1,4
1487,1502,30486,0,1,1,1,4
1488,1503,240904,2288,4,1,1,0
1489,1504,266776,0,1,1,1,0
1490,1505,20818,0,1,1,1,4
1491,1506,106509,0,1,1,1,4
1492,1507,65982,0,1,1,1,4
1493,1508,9002,0,1,1,1,4
1494,1509,16088,0,3,1,1,4
1495,1510,10079,0,1,1,1,4
1496,1511,48863,0,5,1,1,4
1497,1512,137402,0,1,1,1,4
1498,1513,71076,1000,1,1,1,4
1499,1514,20630,0,1,1,1,4
1500,1515,119180,1467,1,1,1,4
1501,1516,54116,1846,3,1,1,4
1502,1517,36665,0,1,1,1,4
1503,1518,507371,0,4,1,1,1
1504,1519,48721,0,1,1,1,4
1505,1520,391222,0,3,1,1,0
1506,1521,88668,0,2,1,1,4
1507,1522,46074,0,1,1,1,4
1508,1523,1923,0,1,1,1,4
1509,1524,46030,0,1,1,1,4
1510,1525,31236,0,1,1,1,4
1511,1526,18351,0,1,1,1,4
1512,1527,4779,0,1,1,1,4
1513,1528,124775,1704,1,1,1,4
1514,1529,66923,0,3,1,1,4
1515,1530,24008,0,1,1,1,4
1516,1531,118415,2329,1,1,1,4
1517,1532,2793,0,1,1,1,4
1518,1533,70464,0,1,1,1,4
1519,1534,71930,0,4,1,1,4
1520,1535,126484,0,1,1,1,4
1521,1536,39503,0,3,1,1,4
1522,1537,7291,0,1,1,1,4
1523,1538,4838,0,3,1,1,4
1524,1539,73811,0,3,1,1,4
1525,1540,156219,0,5,1,1,4
1526,1541,114376,0,4,1,1,4
1527,1542,23965,0,1,2,1,4
1528,1543,45766,0,1,1,1,4
1529,1544,57857,1099,1,1,1,4
1530,1545,19998,0,1,1,1,4
1531,1546,29506,0,1,1,1,4
1532,1547,6020,1505,1,1,1,4
1533,1548,27989,0,3,1,1,4
1534,1549,21933,0,4,1,1,4
1535,1550,58758,0,1,1,1,4
1536,1551,86069,0,4,1,1,4
1537,1552,8350,0,1,1,1,4
1538,1553,26862,0,3,1,1,4
1539,1554,133853,0,5,1,1,4
1540,1555,72623,0,1,1,1,4
1541,1556,36887,0,1,2,1,4
1542,1557,49737,0,5,1,1,4
1543,1558,53869,0,1,1,1,4
1544,1559,5264,0,1,1,1,4
1545,1560,132132,6920,3,1,1,4
1546,1561,319241,0,5,1,1,0
1547,1562,333346,2139,4,1,1,0
1548,1563,22459,0,1,1,1,4
1549,1564,65021,0,2,1,1,4
1550,1565,44205,0,4,1,1,4
1551,1566,18433,0,1,1,1,4
1552,1567,6341,0,1,1,1,4
1553,1568,3641,0,1,1,1,4
1554,1569,39207,0,1,1,1,4
1555,1570,63362,0,3,1,1,4
1556,1571,220267,0,1,1,1,0
1557,1572,329,0,3,1,1,4
1558,1573,22424,0,1,1,1,4
1559,1574,36805,0,3,1,1,4
1560,1575,63437,0,2,1,1,4
1561,1576,8962,4481,1,1,1,4
1562,1577,7922,0,1,1,1,4
1563,1578,113731,0,1,1,1,4
1564,1579,12612,0,1,1,1,4
1565,1580,45916,0,1,1,1,4
1566,1581,51324,0,3,1,1,4
